SongID,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_emb_1,genre_emb_2,genre_emb_3,genre_emb_4,genre_emb_5,genre_emb_6,genre_emb_7,genre_emb_8,genre_emb_9,genre_emb_10,genre_emb_11,genre_emb_12,genre_emb_13,genre_emb_14,genre_emb_15,genre_emb_16,first_week,last_week,peak_position,weeks_on_chart,hit
For Your LoveEd Townsend,173266.0,0,0.2429999999999999,0.334,0.0,-10.097,1.0,0.0298,0.8379999999999999,3e-06,0.187,0.3689999999999999,94.409,3.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-02,1958-08-02,62,1,0
Born Too LatePoni-Tails,137325.0,0,0.501,0.516,4.0,-3.652,1.0,0.0256,0.511,0.0505,0.0859999999999999,0.87,84.98399999999998,4.0,-0.045861445,0.32423478,-0.33295923,-0.24869397,0.014051557,-0.20248485,0.43926877,1.0575546,0.6591192,0.55986154,0.18799558,0.35903612,-0.6032954,-0.14435644,-0.004507363,-0.4698573,1958-08-02,1958-11-01,7,14,0
For Your Precious LoveJerry Butler and The Impressions,251613.0,0,0.3649999999999999,0.438,2.0,-16.317,1.0,0.309,0.659,0.000672,0.8469999999999999,0.506,75.55,3.0,0.4066238,0.39668748,-0.29821992,-0.25029436,0.7566779,-0.3430762,0.374197,-0.7154648,0.12374123,-0.530397,-0.1446463,0.3418063,0.9669532,-0.040411513,-0.43395972,-0.84702724,1958-08-02,1958-08-30,15,5,0
Beautiful DelilahChuck Berry,128000.0,0,0.804,0.672,1.0,-12.503,1.0,0.0488,0.777,2e-05,0.0747,0.947,109.508,4.0,-0.84105426,-0.9543327,-0.36538592,-0.5796949,0.3617159,0.6632806,0.9000745,0.4854328,-0.81248665,-0.06097423,-0.42499533,0.40294924,-0.29390222,-0.29960555,-0.52148557,-0.3521047,1958-08-02,1958-08-02,81,1,0
Try The ImpossibleLee Andrews And The Hearts,185466.0,0,0.38,0.203,1.0,-13.076,1.0,0.029,0.928,0.0,0.104,0.249,73.77,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-02,1958-08-09,70,2,0
The Purple People EaterSheb Wooley,137960.0,0,0.643,0.6169999999999999,9.0,-5.006,1.0,0.0801,0.823,0.0,0.33,0.881,157.748,4.0,0.30362022,0.60712063,-0.2684493,0.7325715,0.6377315,-0.13119027,-0.51502407,0.27629203,-0.6658383,1.1776854,-1.340167,0.3260404,-0.696889,0.88611984,-0.29157993,-0.82687604,1958-08-02,1958-08-23,24,4,0
Chantilly LaceBig Bopper,145266.0,0,0.4889999999999999,0.806,3.0,-6.054,1.0,0.0858,0.8409999999999999,3e-05,0.0687,0.944,172.269,4.0,-0.615881,-1.4055219,-0.81216127,-0.16316171,1.2057048,0.24179272,0.26825902,0.09989271,-0.8517131,-0.29927325,-0.82706386,1.1809293,0.04371507,0.15838456,-0.7973933,-0.47793832,1958-08-02,1959-01-17,6,25,1
Splish SplashBobby Darin,131719.0,0,0.645,0.943,0.0,-1.526,1.0,0.0393,0.385,0.0,0.37,0.965,147.768,4.0,0.42178327,-0.16938351,-0.46096945,0.2670428,-0.23697972,-0.23357113,-0.1481205,-0.82462597,0.30686623,-0.27871585,0.21107931,-0.110331394,0.5921928,-0.3342216,-0.23104914,-0.22640283,1958-08-02,1958-09-20,3,8,0
I Believe In YouRobert & Johnny,164773.0,0,0.691,0.3689999999999999,4.0,-11.826,1.0,0.037,0.8669999999999999,0.000141,0.162,0.627,107.721,3.0,-1.2230303,-1.6316689,1.805984,-1.180465,-0.6232701,-1.2172261,0.49421597,-1.4259291,0.5670019,1.3259685,-0.86175406,0.3351787,1.3215607,1.5584453,-0.8756962,-1.3522475,1958-08-02,1958-08-09,93,2,0
You CheatedThe Slades,151466.0,0,0.511,0.1479999999999999,11.0,-11.921,1.0,0.0286,0.973,0.0,0.0884999999999999,0.41,65.8,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-02,1958-11-01,42,12,0
Delicious!Jim Backus & Friend,188160.0,0,0.634,0.4719999999999999,9.0,-13.086,0.0,0.5839999999999999,0.962,0.0722,0.6089999999999999,0.392,126.435,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-02,1958-08-16,66,2,0
The WizardJimmie Rodgers,142933.0,0,0.699,0.5959999999999999,3.0,-10.72,0.0,0.0335,0.624,0.0,0.3519999999999999,0.906,118.888,4.0,0.17076468,-0.3548931,0.18701477,-0.21644874,0.2853793,-0.74755096,-0.4408227,-0.80885756,0.36660624,-0.1281574,-0.24113007,-0.16366756,-0.049731374,0.016041398,0.09475593,-0.03481735,1958-08-09,1958-09-20,45,7,0
Chariot RockThe Champs,140533.0,0,0.4209999999999999,0.749,5.0,-10.836,1.0,0.0384,0.269,0.885,0.12,0.919,168.637,4.0,-1.7812276,-1.8907552,-0.06067577,-0.5620476,2.0253513,0.41821525,0.9909101,0.5070116,-0.38987422,-0.45613003,-1.0099196,1.410787,-0.09741363,-0.4653116,-0.07208115,-0.28659064,1958-08-09,1958-09-20,59,7,0
Lean JeanBill Haley And His Comets,156893.0,0,0.905,0.886,3.0,-9.336,1.0,0.0355,0.543,0.000123,0.138,0.963,123.629,4.0,-0.629751,-0.7538882,-0.017911172,0.13448393,0.9239796,0.09649952,0.2851569,-0.020060431,-0.22674747,-0.34477395,-0.41048938,0.52890366,0.30706388,-0.4874661,0.25651675,-0.39225686,1958-08-09,1958-08-09,67,1,0
Devoted To YouThe Everly Brothers,141040.0,0,0.5869999999999999,0.34,3.0,-9.387,1.0,0.0256,0.8339999999999999,0.0,0.0955,0.526,90.523,4.0,0.35176188,-0.31039938,-0.5775238,0.65203094,-0.20807362,-0.5705977,0.023824483,-0.47990498,0.1879641,-0.18202385,0.05360024,0.36626086,0.60904753,-0.23189935,0.029449547,0.08016735,1958-08-09,1958-11-08,10,14,0
Tears On My PillowLittle Anthony And The Imperials,140533.0,0,0.432,0.202,0.0,-14.518,1.0,0.0283,0.908,0.0,0.1809999999999999,0.641,100.082,3.0,0.28049725,0.15386775,-0.14841095,-0.16397218,0.1140424,-0.21166758,0.046766806,-0.376136,-0.4675065,-0.1523648,0.16676156,0.15362957,0.11025635,0.5571383,-0.36549813,-0.5462449,1958-08-09,1958-12-13,4,19,1
Moonlight BayThe Drifters,129733.0,0,0.6159999999999999,0.565,3.0,-10.057,1.0,0.0356,0.765,0.0,0.0679,0.932,152.883,4.0,0.17727788,-0.1750116,-0.1751477,0.7900664,-0.23324347,-0.22423032,0.2820108,-0.19344655,-0.01182847,0.07493246,0.049749535,0.2534008,0.41353494,0.0944225,0.09029977,-0.32815188,1958-08-09,1958-08-09,86,1,0
Drip DropThe Drifters,152266.0,0,0.754,0.463,10.0,-6.463,1.0,0.0731,0.791,0.0,0.0965,0.947,119.271,4.0,0.17727788,-0.1750116,-0.1751477,0.7900664,-0.23324347,-0.22423032,0.2820108,-0.19344655,-0.01182847,0.07493246,0.049749535,0.2534008,0.41353494,0.0944225,0.09029977,-0.32815188,1958-08-09,1958-08-23,58,2,0
Susie Darlin'Robin Luke,153920.0,0,0.83,0.325,9.0,-13.681,1.0,0.0373,0.514,0.00165,0.1719999999999999,0.816,123.094,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-09,1958-11-29,5,17,1
CervezaBoots Brown And His Blockbusters,126240.0,0,0.537,0.664,5.0,-8.963,1.0,0.0467,0.644,0.86,0.0904,0.8409999999999999,163.117,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-09,1958-09-27,62,8,0
Alone With YouFaron Young,117400.0,0,0.5859999999999999,0.545,7.0,-9.712,1.0,0.0293,0.313,0.0,0.137,0.904,106.343,4.0,-1.0486256,0.033852708,-0.042956725,-0.6088952,0.68884397,-0.14041461,0.29386762,0.048577964,0.032898754,0.09694305,-0.34145674,-0.18581569,0.097425625,0.44990396,-0.377056,-1.0386974,1958-08-09,1958-09-13,51,5,0
Nothing In The WorldNat King Cole,159293.0,0,0.546,0.271,5.0,-15.045,1.0,0.0456,0.753,8.8e-05,0.139,0.3,79.262,4.0,1.417689,-1.0867227,-0.47396395,2.0947976,-0.27559566,-0.2117988,-1.3814212,-2.1855211,-1.0381197,-0.4252132,-0.5962569,-0.80509436,2.2619152,-1.6894377,-0.73019195,-1.299511,1958-08-09,1958-08-09,99,1,0
Looking BackNat King Cole,146400.0,0,0.5839999999999999,0.2929999999999999,3.0,-15.093,1.0,0.0309,0.8459999999999999,1e-06,0.101,0.384,93.927,3.0,1.417689,-1.0867227,-0.47396395,2.0947976,-0.27559566,-0.2117988,-1.3814212,-2.1855211,-1.0381197,-0.4252132,-0.5962569,-0.80509436,2.2619152,-1.6894377,-0.73019195,-1.299511,1958-08-09,1958-08-09,81,1,0
Just MarriedMarty Robbins,125666.0,0,0.438,0.514,7.0,-12.896,1.0,0.0298,0.4209999999999999,0.0,0.908,0.7249999999999999,86.967,4.0,0.85250825,0.50443816,-0.8043499,-0.20190433,-1.4010589,0.39663386,0.29322207,-0.22319837,0.23206273,-0.6242723,-0.8365296,-0.58464205,-0.11876497,-0.34625453,0.7368229,-1.1454899,1958-08-09,1958-08-09,76,1,0
You're A SweetheartLittle Willie John,158502.0,0,0.442,0.2849999999999999,10.0,-9.357,1.0,0.0283,0.8579999999999999,0.0,0.187,0.4089999999999999,111.264,1.0,0.67533666,0.0826045,-1.0082281,0.030119285,0.29275924,-0.5102985,-0.31191218,-0.22652078,-0.8200935,-0.40941542,-0.8066652,1.2757733,0.5505116,-0.4618467,-0.022148848,-0.39181927,1958-08-09,1958-09-06,66,4,0
MidnighterThe Champs,133240.0,0,0.514,0.922,0.0,-6.554,1.0,0.0564,0.574,0.918,0.166,0.775,178.907,4.0,-1.7812276,-1.8907552,-0.06067577,-0.5620476,2.0253513,0.41821525,0.9909101,0.5070116,-0.38987422,-0.45613003,-1.0099196,1.410787,-0.09741363,-0.4653116,-0.07208115,-0.28659064,1958-08-09,1958-08-09,94,1,0
Down In VirginiaJimmy Reed,144441.0,0,0.6019999999999999,0.794,9.0,-7.551,0.0,0.0755,0.8459999999999999,0.00174,0.0796999999999999,0.6079999999999999,110.829,4.0,0.16592832,-0.03480289,0.028584147,-0.00057359936,0.31903905,0.28425926,0.73384744,0.20191324,-0.087942585,-0.26123077,-0.35495767,0.6654778,0.27664524,-0.2628084,-0.111137606,0.31020218,1958-08-09,1958-08-16,93,2,0
How The Time FliesJerry Wallace,148373.0,0,0.496,0.273,9.0,-13.036,1.0,0.0277,0.5799999999999998,0.00146,0.0736,0.566,87.025,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-16,1958-11-29,11,16,0
Going To Chicago BluesCount Basie & His Orch.,254253.0,0,0.516,0.196,3.0,-13.949,1.0,0.0705,0.94,0.0,0.1409999999999999,0.4129999999999999,73.8,4.0,0.5772983,0.099912666,-0.027623087,0.2522162,-0.57520354,0.19261315,-0.6857071,0.36572617,0.1832354,0.15304816,0.105701014,-0.48550195,1.3236196,-0.4857715,0.43866444,0.7327131,1958-08-16,1958-08-16,100,1,0
Where The Blue Of The NightTommy Mara,161106.0,0,0.7309999999999999,0.434,10.0,-9.937,0.0,0.0257,0.59,0.0,0.0647,0.8559999999999999,92.85,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-16,1958-09-13,76,4,0
It's All In The GameTommy Edwards,159040.0,0,0.384,0.276,3.0,-13.527,1.0,0.0295,0.038,0.0,0.309,0.654,105.181,3.0,-0.51864254,1.0625032,0.46256793,0.7211103,1.0537289,-0.045681678,-0.29104716,1.5210289,-1.1425256,0.3967008,0.26271144,-0.17519225,0.34170884,-0.47511464,0.031873792,-0.8097275,1958-08-16,1959-01-10,1,22,1
Lazy Summer NightThe Four Preps,135026.0,0,0.374,0.201,7.0,-16.257,1.0,0.0309,0.133,0.0,0.13,0.36,65.643,4.0,0.7772417,0.25838667,-0.9704973,0.29436028,0.12549776,-0.19241692,-0.32368314,1.4948467,0.8547975,0.39780694,-0.32787478,0.45874858,-1.5844222,-0.82231355,-0.20694558,-0.35762882,1958-08-16,1958-10-18,21,10,0
Borrowed DreamsBobby Helms,167293.0,0,0.546,0.2819999999999999,1.0,-7.676,1.0,0.0258,0.786,0.0,0.222,0.444,71.449,4.0,1.417689,-1.0867227,-0.47396395,2.0947976,-0.27559566,-0.2117988,-1.3814212,-2.1855211,-1.0381197,-0.4252132,-0.5962569,-0.80509436,2.2619152,-1.6894377,-0.73019195,-1.299511,1958-08-16,1958-08-23,60,2,0
Gas MoneyJan & Arnie,144466.0,0,0.537,0.945,5.0,-5.634,1.0,0.0411,0.63,5e-06,0.281,0.959,79.049,4.0,-0.3945307,1.0292604,-0.12523255,-0.5248283,0.13915603,0.6394216,-1.9370875,0.0072736046,0.6806207,0.69627655,0.42165205,-0.13155897,0.4776891,-0.74265575,0.92344904,-1.3311518,1958-08-16,1958-09-13,81,2,0
Dance Everyone DanceBetty Madigan,144493.0,0,0.752,0.6129999999999999,5.0,-9.223,1.0,0.039,0.2079999999999999,0.0,0.4089999999999999,0.922,130.679,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-16,1958-10-11,34,9,0
Near YouRoger Williams,167146.0,0,0.768,0.158,7.0,-14.752,1.0,0.0391,0.678,0.69,0.0833,0.545,122.817,4.0,-0.012557194,-0.03349958,-0.09822982,0.7683943,-0.2547625,0.10685016,-0.4203738,-1.1690495,0.024149507,0.6255788,-0.0504644,-0.34647793,0.8613859,-1.0590333,-0.22533768,-0.7337057,1958-08-16,1958-12-06,10,17,1
Fire Of LoveJody Reynolds,115133.0,0,0.65,0.3579999999999999,11.0,-11.93,0.0,0.029,0.879,4.4e-05,0.117,0.8309999999999998,112.048,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-16,1958-09-20,66,5,0
"Summertime, SummertimeThe Jamies",118413.0,0,0.656,0.563,5.0,-6.844,1.0,0.0652,0.625,0.0,0.0521,0.966,204.346,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-16,1962-08-11,26,19,0
My LifeChuck Willis,165706.0,0,0.37,0.383,8.0,-8.061,1.0,0.0348,0.8469999999999999,0.0,0.12,0.698,195.777,3.0,-0.41859084,0.16707128,-0.6330527,0.55421305,0.24794498,0.06891176,-0.31855908,-0.3711026,-1.2990594,-0.092457205,-0.518384,0.6206611,0.2685796,0.0962446,-0.026507616,-0.22348055,1958-08-16,1958-09-13,56,5,0
Down The Aisle Of LoveThe Quin-Tones,169882.0,0,0.395,0.2869999999999999,6.0,-13.724,1.0,0.0273,0.764,0.00979,0.567,0.4269999999999999,95.21,3.0,-0.7798017,0.005608576,-0.22956136,-1.5339075,-1.0255283,-0.48545632,2.0183246,1.2268842,0.9018701,2.3900907,1.0320783,0.24964482,0.6841359,0.7401145,-1.7655836,-1.5454367,1958-08-16,1958-11-01,20,12,0
Topsy IICozy Cole,216266.0,0,0.459,0.772,7.0,-10.642,1.0,0.0303,0.7359999999999999,0.131,0.277,0.573,93.24,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-23,1959-01-10,3,21,1
Prisoner's SongWarren Storm,178640.0,0,0.4839999999999999,0.6119999999999999,5.0,-14.031,1.0,0.0369,0.107,1.7e-05,0.2409999999999999,0.8629999999999999,149.793,4.0,0.4335108,1.5815513,-0.995998,-0.8711049,1.9612831,-0.65334547,-1.3413118,-0.06988796,-1.8462951,-1.1643162,1.8904284,-0.823001,-0.49913013,-0.42643395,-0.05455274,1.2510355,1958-08-23,1958-08-30,81,2,0
Treasure Of Your LoveEileen Rodgers,171076.0,0,0.4939999999999999,0.4789999999999999,11.0,-8.258,0.0,0.0309,0.5829999999999999,0.000139,0.28,0.535,97.826,4.0,0.17860441,0.5316387,-0.37904176,1.1531273,0.9417663,-0.03194839,-0.60997367,2.26496,-1.7326419,0.9598585,-0.6182875,0.073623426,-0.29721278,-0.32754496,-0.8852402,-0.43351147,1958-08-23,1958-11-29,26,15,0
CarolChuck Berry,168600.0,0,0.637,0.8519999999999999,0.0,-10.752,1.0,0.036,0.8689999999999999,0.000836,0.3509999999999999,0.789,157.291,4.0,-0.84105426,-0.9543327,-0.36538592,-0.5796949,0.3617159,0.6632806,0.9000745,0.4854328,-0.81248665,-0.06097423,-0.42499533,0.40294924,-0.29390222,-0.29960555,-0.52148557,-0.3521047,1958-08-23,1958-10-25,18,10,0
You CheatedThe Shields,146733.0,0,0.508,0.1729999999999999,11.0,-10.289,1.0,0.0294,0.974,0.0,0.0987,0.435,66.471,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-23,1958-12-06,15,16,0
Count Every StarThe Rivieras,175173.0,0,0.4729999999999999,0.3049999999999999,3.0,-15.998,0.0,0.0291,0.873,0.0,0.3639999999999999,0.4929999999999999,98.374,3.0,0.28536797,0.45601717,0.08599985,1.1309735,-0.47157213,0.11176268,0.8375357,0.3785728,-0.071658604,-0.000274218,0.7110254,-0.5614933,0.27144518,0.36239395,0.2164523,-0.3347663,1958-08-23,1958-09-13,73,4,0
No One KnowsDion & The Belmonts,155240.0,0,0.2899999999999999,0.169,2.0,-16.456,1.0,0.038,0.8379999999999999,0.00931,0.108,0.1749999999999999,58.727,4.0,-0.4683342,-0.4540084,0.54550326,1.2039032,-0.6082549,-1.2566804,0.7288817,0.061655253,-0.16280848,0.15182477,0.5690578,0.37206882,-1.0282605,0.21221316,-0.38705355,-0.6227015,1958-08-23,1958-12-06,24,16,0
When Will I KnowGeorge Hamilton IV,161373.0,0,0.4859999999999999,0.15,0.0,-15.761,1.0,0.0303,0.8459999999999999,0.000425,0.165,0.561,94.991,4.0,-0.01803083,-0.05932768,-0.5256863,-0.51179945,-0.5857714,-1.5359727,-0.77742934,-2.0648696,0.72347057,-0.22081411,-0.9077845,-0.663432,1.0723946,2.0368712,-0.40666097,-1.3832418,1958-08-23,1958-09-20,65,4,0
The Green MosquitoThe Tune Rockers,142080.0,0,0.639,0.8469999999999999,4.0,-12.559,1.0,0.0356,0.885,0.947,0.939,0.907,130.273,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-23,1958-10-25,44,10,0
City LightsRay Price,179600.0,0,0.326,0.495,10.0,-10.839,1.0,0.0386,0.891,0.0,0.2409999999999999,0.7229999999999999,109.915,4.0,-0.103286244,0.3342505,-0.32070994,-0.3464746,-0.8084389,-0.26356477,0.32193494,0.04992634,0.085160576,-0.57696664,-0.4601316,-0.40112215,0.5654597,0.6538924,0.17963637,-0.76354426,1958-08-23,1958-09-06,71,3,0
Over The WeekendThe Playboys,163600.0,0,0.4939999999999999,0.464,10.0,-7.586,1.0,0.0305,0.55,0.0,0.503,0.662,119.208,3.0,0.48120466,-0.4331588,-0.435809,0.3384779,-0.42665583,-0.17239301,0.1644013,-0.7695296,0.28773206,-0.2957151,-0.056884307,0.24962659,0.43086118,-0.68876743,0.085889265,0.017986381,1958-08-30,1958-10-04,62,6,0
Blue Ribbon BabyTommy Sands And The Raiders,106466.0,0,0.672,0.511,8.0,-10.022,1.0,0.041,0.77,0.0,0.265,0.968,94.88,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-08-30,1958-11-08,50,11,0
Invitation To The BluesRay Price,168106.0,0,0.507,0.3579999999999999,3.0,-12.085,1.0,0.0324,0.788,2.5e-05,0.0673,0.814,116.489,4.0,-0.103286244,0.3342505,-0.32070994,-0.3464746,-0.8084389,-0.26356477,0.32193494,0.04992634,0.085160576,-0.57696664,-0.4601316,-0.40112215,0.5654597,0.6538924,0.17963637,-0.76354426,1958-09-06,1958-09-06,92,1,0
Your Cheatin' HeartGeorge Hamilton IV,135760.0,0,0.51,0.3659999999999999,0.0,-15.604,1.0,0.031,0.755,0.000355,0.196,0.87,115.485,4.0,-0.01803083,-0.05932768,-0.5256863,-0.51179945,-0.5857714,-1.5359727,-0.77742934,-2.0648696,0.72347057,-0.22081411,-0.9077845,-0.663432,1.0723946,2.0368712,-0.40666097,-1.3832418,1958-09-06,1958-09-27,72,4,0
The Ballad Of Thunder RoadRobert Mitchum,151040.0,0,0.661,0.632,0.0,-8.888999999999998,1.0,0.0511,0.688,0.0,0.263,0.953,129.407,4.0,-0.4070574,0.1012149,-0.28518996,0.1994322,-0.3474332,-0.66424876,-1.6851933,-0.75166434,-0.34925938,0.38480976,0.26386836,0.5322752,1.0599048,0.5669699,-0.43373087,-0.3027393,1958-09-06,1962-04-28,62,21,0
FireflyTony Bennett,117640.0,0,0.56,0.565,1.0,-6.193,1.0,0.1029999999999999,0.5849999999999999,0.0,0.0807999999999999,0.676,92.173,4.0,0.24848346,-0.39248672,0.046022702,1.2207278,-0.24560599,0.07232607,0.075598516,-0.7891841,-0.28541097,0.25697508,-0.07663057,-0.55123633,0.2042741,-0.8535177,-0.486207,-0.3387216,1958-09-06,1958-11-29,20,13,0
Guess I've Been Around Too LongCarl Smith,173400.0,0,0.337,0.245,0.0,-14.232,1.0,0.0315,0.8339999999999999,0.0,0.0902,0.271,78.18,4.0,-0.6007242,0.88162464,-0.9330518,-0.125459,0.82528955,1.1431185,0.78230524,1.2088186,0.32112184,0.10648117,0.39386037,0.11434835,1.6362808,0.31685147,-0.42357963,-0.78358245,1958-09-06,1958-09-06,93,1,0
The EndEarl Grant,140800.0,0,0.454,0.264,0.0,-11.891,1.0,0.032,0.62,3.1e-05,0.1759999999999999,0.315,89.66899999999998,3.0,1.335086,-0.6430034,-0.71309435,-0.50888854,0.9125804,1.5425814,1.4926757,1.2150102,-0.46369466,0.20488101,-1.575023,0.9977922,0.16201444,-0.09608635,1.0687934,-0.31057793,1958-09-13,1959-01-17,7,19,1
It's Only Make BelieveConway Twitty,132026.0,0,0.461,0.466,11.0,-9.627,1.0,0.0598,0.86,2.8e-05,0.135,0.251,128.537,4.0,0.2653717,0.90662986,-0.12972528,0.19529085,-0.06186688,-0.48684955,0.83777934,-0.031885426,1.042463,-0.4026166,-0.20357971,0.5628835,-0.0053958893,-0.02691873,-0.33878803,-0.2300228,1958-09-13,1959-01-31,1,21,1
Mexican Hat RockThe Applejacks,125920.0,0,0.521,0.7049999999999998,7.0,-6.236,1.0,0.106,0.6009999999999999,0.0645,0.3539999999999999,0.96,123.884,4.0,-0.37814265,-1.0528387,0.6650936,-0.7636908,-0.6476004,1.0691377,0.6481173,-0.84298277,0.23187643,-0.34843937,-0.54218644,0.23488113,-0.8003856,-0.96562564,0.3208742,0.27072912,1958-09-13,1958-12-20,16,15,0
I WishThe Platters,162933.0,0,0.567,0.2119999999999999,5.0,-12.459,0.0,0.0344,0.873,0.0,0.112,0.5959999999999999,77.444,4.0,-0.15634686,-0.4001053,-0.24305263,0.29329634,0.28659657,-0.0917174,-0.46459946,-0.3492579,-0.46082076,-0.29288602,-0.26081356,0.64247596,0.579773,-0.49913535,0.34707397,-0.22658794,1958-09-13,1958-11-15,42,10,0
There Goes My HeartJoni James,153880.0,0,0.339,0.4269999999999999,6.0,-8.569,1.0,0.0302,0.767,1.2e-05,0.1789999999999999,0.385,94.546,4.0,0.5609081,0.030947486,-0.26953396,1.1269239,0.29130498,0.118084036,-0.61051905,0.1603718,-0.47102037,0.3904461,-0.08515837,-0.5828579,0.60952944,-1.187296,-0.6266346,-0.7457705,1958-09-13,1958-12-27,19,16,0
Baby FaceLittle Richard,129320.0,0,0.73,0.4729999999999999,6.0,-5.599,1.0,0.0309,0.7079999999999999,0.0,0.1449999999999999,0.824,110.381,4.0,-0.5108794,-0.49943507,-0.24627206,-0.42506692,1.1614856,-0.10901466,0.47830713,0.60771215,0.34819373,-0.09903531,-0.894907,1.2804775,-0.40669805,-0.097063586,0.20190528,0.16282041,1958-09-13,1958-11-15,41,10,0
Ten Commandments Of LoveHarvey & The Moonglows,246106.0,0,0.405,0.059,3.0,-17.288,1.0,0.0347,0.764,0.0,0.107,0.2109999999999999,89.20399999999998,3.0,0.76807797,-0.125765,-0.28884798,0.9820591,-0.036486752,-0.42955765,0.015849615,-0.874356,0.23595218,-0.4199705,0.18649796,0.554537,0.10700326,0.27800098,-0.17064072,0.07602563,1958-09-13,1958-12-27,22,16,0
Many A TimeSteve Lawrence,144586.0,0,0.455,0.2859999999999999,2.0,-7.143,1.0,0.0272,0.7229999999999999,1.7e-05,0.158,0.31,90.00799999999998,4.0,0.29751346,-0.060103677,-0.378442,0.59856564,0.04111617,-0.078543164,-0.5438489,0.00470978,-0.10515616,0.26724166,-0.11433357,-0.032850385,0.2752188,-0.43790072,-0.22113685,-0.2885399,1958-09-20,1958-09-27,97,2,0
"To Know Him, Is To Love HimThe Teddy Bears",146066.0,0,0.2879999999999999,0.33,2.0,-10.211,1.0,0.0294,0.892,3e-06,0.123,0.39,174.252,3.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1958-09-20,1959-02-21,1,23,1
We Have LoveJackie Wilson,147786.0,0,0.503,0.388,5.0,-7.585,1.0,0.0291,0.773,0.0,0.0666,0.546,104.247,3.0,0.44894084,-0.097530134,-0.11490951,0.13644382,0.10125605,-0.033158757,0.16554335,-0.62888396,-0.18942353,-0.03908386,-0.416149,0.02932622,0.016366959,0.009435725,-0.16309182,-0.48954767,1958-09-20,1958-09-27,93,2,0
