index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
2165,Bad LuckKhalid,Khalid,Bad Luck,"['alternative r&b', 'pop']",2vsuel3g4zaLYSOY0mOMbi,https://p.scdn.co/mp3-preview/4529fe31aba1a9be0ba1e199ebd78f3d961103db?cid=b8d3901151d34489a160e3cf0ab1fa94,231653.0,False,Free Spirit,0.432,0.52,1.0,-5.515,0.0,0.0548,0.277,0.371,0.138,0.3029999999999999,164.047,4.0,72.0
2166,Bad LuckThe Atlanta Disco Band,The Atlanta Disco Band,Bad Luck,,,,,,,,,,,,,,,,,,,
2167,Bad Man BlunderThe Kingston Trio,The Kingston Trio,Bad Man Blunder,"['american folk revival', 'bubblegum pop', 'folk', 'folk rock', 'traditional folk']",1mzAgAg2Bd4AMwphrbIIMv,,159226.0,False,The Capitol Collector's Series,0.461,0.3469999999999999,4.0,-18.178,1.0,0.117,0.797,0.0,0.081,0.7009999999999998,174.043,4.0,14.0
2168,Bad MedicineBon Jovi,Bon Jovi,Bad Medicine,"['glam metal', 'rock']",72hcFp4tYkd3dbNA9dZ3Pv,,316706.0,False,New Jersey (Deluxe Edition),0.555,0.973,9.0,-3.804,1.0,0.035,0.048,0.0,0.0853,0.805,118.642,4.0,69.0
2169,Bad MisunderstandingThe Critters,The Critters,Bad Misunderstanding,"['bubblegum pop', 'classic garage rock']",4eQ7kb8hyNIYEPuPNZ9RoN,https://p.scdn.co/mp3-preview/f72fa74677f01f50c0061713a2ffd553b2a9eb22?cid=b8d3901151d34489a160e3cf0ab1fa94,122357.0,False,TRACKS,0.6029999999999999,0.66,7.0,-8.753,1.0,0.0668,0.0453,0.00507,0.0468,0.3439999999999999,116.709,4.0,3.0
2170,Bad Moon RisingCreedence Clearwater Revival,Creedence Clearwater Revival,Bad Moon Rising,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",20OFwXhEXf12DzwXmaV7fj,,141600.0,False,Green River (40th Anniversary Edition),0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,5e-06,0.063,0.942,178.946,4.0,78.0
2171,Bad Of The HeartGeorge LaMond,George LaMond,Bad Of The Heart,['freestyle'],4XZxZXXdpclvC2BkbKtENJ,https://p.scdn.co/mp3-preview/f29f593c5c7066e35659505adcc477c7522008a0?cid=b8d3901151d34489a160e3cf0ab1fa94,257560.0,False,Bad Of The Heart,0.625,0.7269999999999999,1.0,-11.289,0.0,0.0482,0.00362,0.000316,0.375,0.789,118.039,4.0,37.0
2172,Bad ReputationFreedy Johnston,Freedy Johnston,Bad Reputation,"['jangle pop', 'power pop']",5aNAOwr2QoRbvyRG7ZVrhf,https://p.scdn.co/mp3-preview/c97a23359b252cb3dbeedd9d2a9e643a00513cb6?cid=b8d3901151d34489a160e3cf0ab1fa94,248560.0,False,This Perfect World,0.6079999999999999,0.677,4.0,-9.951,0.0,0.0246,0.0058,0.000537,0.266,0.787,114.046,4.0,43.0
2173,Bad RomanceGlee Cast,Glee Cast,Bad Romance,"['glee club', 'hollywood', 'post-teen pop']",0LpE5tfNe15QLvQL4YDi7T,https://p.scdn.co/mp3-preview/da531838339c2206b292ab42cb2fbf1a987fef4a?cid=b8d3901151d34489a160e3cf0ab1fa94,294226.0,False,Glee: The Musi,0.628,0.922,9.0,-4.638,0.0,0.0758999999999999,0.0055,4e-06,0.1809999999999999,0.532,119.005,4.0,55.0
2174,Bad RomanceLady Gaga,Lady Gaga,Bad Romance,"['dance pop', 'pop']",0SiywuOBRcynK0uKGWdCnn,,294573.0,True,The Fame Monster (Deluxe Edition),0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.2e-05,0.0841999999999999,0.7139999999999999,119.001,4.0,80.0
2175,Bad ThingsMachine Gun Kelly x Camila Cabello,Machine Gun Kelly x Camila Cabello,Bad Things,,,,,,,,,,,,,,,,,,,
2176,Bad TimeGrand Funk,Grand Funk,Bad Time,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",5h2XR7VWvJ7jPhbvCyuYee,,176280.0,False,Greatest Hits: Grand Funk Railroad (Remastered),0.56,0.916,9.0,-3.72,0.0,0.0393,0.228,0.0,0.0969,0.899,125.019,4.0,40.0
2177,Bad TimesTavares,Tavares,Bad Times,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm']",0g9MenbKj9dWW5WNloATNF,,432333.0,False,Anthology,0.544,0.643,7.0,-9.785,1.0,0.0918,0.055,0.00086,0.0519,0.77,187.327,4.0,11.0
2178,Bad To MeBilly J. Kramer With The Dakotas,Billy J. Kramer With The Dakotas,Bad To Me,,,,,,,,,,,,,,,,,,,
2179,Bad Vibes ForeverXXXTENTACION Featuring PnB Rock & Trippie Redd,XXXTENTACION Featuring PnB Rock & Trippie Redd,Bad Vibes Forever,"['emo rap', 'miami hip hop']",69dXVFCMiz3SL1L7M24NdX,https://p.scdn.co/mp3-preview/e2b48a40c04e0c2dc7dce32ce5e6e61c79d49ad4?cid=b8d3901151d34489a160e3cf0ab1fa94,150475.0,True,bad vibes forever,0.799,0.526,8.0,-5.153,1.0,0.0717,0.334,0.00174,0.0571,0.746,129.875,4.0,80.0
2180,Bad WaterThe Raelettes,The Raelettes,Bad Water,,,,,,,,,,,,,,,,,,,
2181,Bad WeatherThe Supremes,The Supremes,Bad Weather,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",4aorq1QquFTzWt2ECBRyhJ,,184893.0,False,The '70s Anthology,0.5809999999999998,0.8409999999999999,11.0,-7.876,0.0,0.0571,0.122,0.0,0.25,0.664,106.893,4.0,31.0
2182,"Bad, Bad BillySnuff",Snuff,"Bad, Bad Billy","['melodic hardcore', 'modern ska punk', 'punk', 'skate punk']",,,,,,,,,,,,,,,,,,
2183,"Bad, Bad Leroy BrownFrank Sinatra",Frank Sinatra,"Bad, Bad Leroy Brown","['adult standards', 'easy listening', 'lounge']",7jI7n0B2SvrzTcsJVuceCw,,169933.0,False,Some Nice Things I've Missed,0.6,0.534,7.0,-10.923,1.0,0.0372,0.439,0.0,0.0674,0.815,144.723,4.0,39.0
2184,"Bad, Bad Leroy BrownJim Croce",Jim Croce,"Bad, Bad Leroy Brown","['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",14nBn3kUcfhDnGyKRUrVHr,https://p.scdn.co/mp3-preview/61903380c8e8a6f4944fb14cf5defd910e209c7a?cid=b8d3901151d34489a160e3cf0ab1fa94,181160.0,False,Life And Times,0.674,0.795,7.0,-7.461,1.0,0.0424,0.517,0.0,0.0673,0.876,147.959,4.0,60.0
2185,BAD!XXXTENTACION,XXXTENTACION,BAD!,"['emo rap', 'miami hip hop']",69dXVFCMiz3SL1L7M24NdX,https://p.scdn.co/mp3-preview/e2b48a40c04e0c2dc7dce32ce5e6e61c79d49ad4?cid=b8d3901151d34489a160e3cf0ab1fa94,150475.0,True,bad vibes forever,0.78,0.4919999999999999,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.1739999999999999,0.374,143.983,4.0,82.0
2186,BadaboomB2K Featuring Fabolous,B2K Featuring Fabolous,Badaboom,"['boy band', 'dance pop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",2ZSp1BC7agz2TkgSATdi9U,https://p.scdn.co/mp3-preview/379ed46528b7f22087a83d79859bdabb95b69559?cid=b8d3901151d34489a160e3cf0ab1fa94,221066.0,False,"B2K Presents ""You Got Served"" Soundtrack",0.812,0.626,4.0,-5.025,0.0,0.1489999999999999,0.0238,0.000699,0.1489999999999999,0.811,96.006,4.0,49.0
2187,BaddYing Yang Twins Featuring Mike Jones & Mr. ColliPark,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,Badd,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10951fKpymWEaw6AoAxjwK,https://p.scdn.co/mp3-preview/ecb673a03131ac4b13540c50bf420f060eecd57e?cid=b8d3901151d34489a160e3cf0ab1fa94,215933.0,True,Legendary Status: Ying Yang Twins Greatest Hits,0.554,0.8459999999999999,8.0,-5.932,1.0,0.387,0.0642,0.0,0.401,0.765,100.141,4.0,26.0
2188,BadgeCream,Cream,Badge,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",08xsXR637CEqbxJmpFcuSA,,164706.0,False,Goodbye,0.5929999999999999,0.555,7.0,-14.291,1.0,0.038,0.461,0.0001,0.084,0.771,106.04,4.0,53.0
2189,BadGlee Cast,Glee Cast,Bad,"['glee club', 'hollywood', 'post-teen pop']",0LpE5tfNe15QLvQL4YDi7T,https://p.scdn.co/mp3-preview/da531838339c2206b292ab42cb2fbf1a987fef4a?cid=b8d3901151d34489a160e3cf0ab1fa94,294226.0,False,Glee: The Musi,0.628,0.922,9.0,-4.638,0.0,0.0758999999999999,0.0055,4e-06,0.1809999999999999,0.532,119.005,4.0,55.0
2190,BadlandsBruce Springsteen,Bruce Springsteen,Badlands,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0M1YQiRGel1tTMjA3orfRd,https://p.scdn.co/mp3-preview/d69aa82720c5c7e4199c06cabb06c1b9979a40e7?cid=b8d3901151d34489a160e3cf0ab1fa94,242453.0,False,Darkness On the Edge of Town,0.6089999999999999,0.778,4.0,-7.548,1.0,0.0485,0.0862,1.2e-05,0.278,0.8529999999999999,122.614,4.0,59.0
2191,BadMichael Jackson,Michael Jackson,Bad,"['pop', 'r&b', 'soul']",5lWFrW5T3JtxVCLDb7etPu,https://p.scdn.co/mp3-preview/5d08b76c5f2b944725394019c38b3ff08f867306?cid=b8d3901151d34489a160e3cf0ab1fa94,247360.0,False,Bad 25th Anniversary,0.787,0.889,8.0,-3.786,1.0,0.0397,0.00462,0.4229999999999999,0.0665,0.394,114.091,4.0,69.0
2192,BadWale Featuring Tiara Thomas Or Rihanna,Wale Featuring Tiara Thomas Or Rihanna,Bad,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5yhKaacMZGRo4s6evJx9vk,https://p.scdn.co/mp3-preview/aae60e15660b35cae9f39a1977734ded21c393fb?cid=b8d3901151d34489a160e3cf0ab1fa94,238826.0,True,The Gifted,0.807,0.7019999999999998,6.0,-6.594,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,4.0,63.0
2193,Bag LadyErykah Badu,Erykah Badu,Bag Lady,"['funk', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",7BgUcOjSOlKJXASLgJ6bx1,,348893.0,False,Mama's Gun,0.7239999999999999,0.4159999999999999,5.0,-8.964,0.0,0.0840999999999999,0.3649999999999999,0.0,0.0969,0.5779999999999998,151.181,4.0,54.0
2194,"Bag Of MoneyWale Featuring Rick Ross, Meek Mill & T-Pain","Wale Featuring Rick Ross, Meek Mill & T-Pain",Bag Of Money,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1BvTqJLeB9ZeGU01gFzJbh,https://p.scdn.co/mp3-preview/1784d6bbcba2e381aeb990be4015c37c8f5a5027?cid=b8d3901151d34489a160e3cf0ab1fa94,247293.0,True,Bag of Money (feat. Rick Ro,0.536,0.56,8.0,-5.668,1.0,0.26,0.0379,0.0,0.114,0.279,139.91,4.0,50.0
2195,Baggage ClaimMiranda Lambert,Miranda Lambert,Baggage Claim,"['contemporary country', 'country', 'country dawn', 'country road']",1hTSImeofoaFWptq9JSFpP,https://p.scdn.co/mp3-preview/8602cc6c94b99fc2484993fc3ee3eae2e34144a4?cid=b8d3901151d34489a160e3cf0ab1fa94,197546.0,False,Four The Record,0.7009999999999998,0.934,8.0,-2.777,1.0,0.0403,0.0657,2e-06,0.0671,0.964,81.0,4.0,44.0
2196,"Baguettes In The FaceMustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie","Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",Baguettes In The Face,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2zjGJ0dChMR0KxBZS15aqo,,174100.0,True,Perfect Ten,0.883,0.525,2.0,-8.054,0.0,0.0633,0.189,0.0,0.0971,0.312,99.978,4.0,82.0
2197,Baila Baila BailaOzuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,,,,,,,,,,,,,,,,,,,
2198,Baila Baila BailaOzuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,,,,,,,,,,,,,,,,,,,
2199,Baila ConmigoSelena Gomez With Rauw Alejandro,Selena Gomez With Rauw Alejandro,Baila Conmigo,,079Ey5uxL04AKPQgVQwx5h,,186087.0,False,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx'}, 'href': 'https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx', 'id': '0C8ZW7ezQVs4URX5aX7Kqx', 'name': 'Selena Gomez', 'type': 'artist', 'uri': 'spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2jGa3OwXatFYQAIS7OV7k9'}, 'href': 'https://api.spotify.com/v1/albums/2jGa3OwXatFYQAIS7OV7k9', 'id': '2jGa3OwXatFYQAIS7OV7k9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738b11b0be988e17da2799b94d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028b11b0be988e17da2799b94d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518b11b0be988e17da2799b94d', 'width': 64}], 'name': 'Revelación - EP', 'release_date': '2021-03-12', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:2jGa3OwXatFYQAIS7OV7k9'}",0.823,0.544,5.0,-7.132,1.0,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4.0,89.0
2200,BailamosEnrique Iglesias,Enrique Iglesias,Bailamos,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",2bbeNsFmjZqdoDhjLsKNWe,,214066.0,False,Enrique,0.64,0.873,7.0,-4.514,1.0,0.0409,0.0606,0.00159,0.151,0.544,99.898,4.0,54.0
2201,BailandoEnrique Iglesias Featuring Descemer Bueno & Gente de Zona,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",32lm3769IRfcnrQV11LO4E,,243413.0,False,SEX AND LOVE (Deluxe),0.7229999999999999,0.777,7.0,-3.503,1.0,0.108,0.0426,4e-06,0.0451,0.961,91.017,4.0,69.0
2202,Bait A HookJustin Moore,Justin Moore,Bait A Hook,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",6cAxSUPzHyywECgGSvoLyf,,208493.0,False,Outlaws Like Me,0.668,0.781,1.0,-6.151,1.0,0.0267,0.0191,0.0,0.113,0.695,105.945,4.0,58.0
2203,BajaThe Astronauts,The Astronauts,Baja,[],6IzatacJcPxK6rUY21eYMA,https://p.scdn.co/mp3-preview/a50e7a9a6bbad3e09b1977aa8982f0404b020714?cid=b8d3901151d34489a160e3cf0ab1fa94,146146.0,False,Surfin' With The Astronauts,0.4069999999999999,0.794,6.0,-11.547,0.0,0.0402,0.00205,0.1189999999999999,0.0763,0.5839999999999999,155.153,4.0,22.0
2204,Bake SaleWiz Khalifa Featuring Travi$ Scott,Wiz Khalifa Featuring Travi$ Scott,Bake Sale,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0tPShxf8VJUH6RBDEP3tVB,https://p.scdn.co/mp3-preview/9dc8f6a46c00635ef7368717924a6a28f6e036be?cid=b8d3901151d34489a160e3cf0ab1fa94,238533.0,True,Bake Sale (feat. Travis Scott),0.8639999999999999,0.551,3.0,-5.198,1.0,0.22,0.1439999999999999,0.0,0.104,0.38,139.934,4.0,60.0
2205,Baker StreetGerry Rafferty,Gerry Rafferty,Baker Street,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",5gOd6zDC8vhlYjqbQdJVWP,https://p.scdn.co/mp3-preview/44a14bd01aee71770b24d91f871a00ccc23568d5?cid=b8d3901151d34489a160e3cf0ab1fa94,365626.0,False,City To City,0.497,0.3489999999999999,7.0,-14.0,1.0,0.0297,0.0929,0.028,0.259,0.4209999999999999,113.762,4.0,70.0
2206,Balboa BlueThe Marketts,The Marketts,Balboa Blue,['surf music'],0OVLZ6DW1IGtcHNttj9YyA,https://p.scdn.co/mp3-preview/19dbd38517af67c9e58b68bd4b6e13dec56c673f?cid=b8d3901151d34489a160e3cf0ab1fa94,157400.0,False,Twilight City,0.691,0.273,8.0,-14.87,1.0,0.0377,0.939,0.937,0.0955,0.806,138.332,4.0,4.0
2207,Ball And ChainTommy James,Tommy James,Ball And Chain,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'soft rock']",6aFQdcCxiJFtS6qDktdF8O,https://p.scdn.co/mp3-preview/3d4ea3a40c73af3d61a72956ea4472bbd8e37ff4?cid=b8d3901151d34489a160e3cf0ab1fa94,213266.0,False,Tommy James,0.495,0.553,11.0,-13.477,1.0,0.0296,0.00101,0.00187,0.377,0.962,115.799,4.0,6.0
2208,Ball For MePost Malone Featuring Nicki Minaj,Post Malone Featuring Nicki Minaj,Ball For Me,"['dfw rap', 'melodic rap', 'rap']",6IaieqiCVvsNvEt6Y7yOFa,,206266.0,True,beerbongs & bentleys,0.792,0.56,9.0,-4.125,1.0,0.225,0.4929999999999999,0.0,0.0849,0.505,134.044,4.0,76.0
2209,Ball Of Confusion (That's What The World Is Today)The Temptations,The Temptations,Ball Of Confusion (That's What The World Is Today),"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",7gWBXNYoKH7jLZx0MgZCfl,,241493.0,False,My Girl,0.535,0.774,5.0,-6.42,1.0,0.0593,0.0983,0.0,0.559,0.8649999999999999,79.5,4.0,45.0
2210,Ball Of FireTommy James And The Shondells,Tommy James And The Shondells,Ball Of Fire,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'soft rock']",3kx3S0MbCTRkG6wDUMBwSw,https://p.scdn.co/mp3-preview/eeb1040e8711cb95ce1ce8623a9a9239443798dc?cid=b8d3901151d34489a160e3cf0ab1fa94,187666.0,False,The Essentials: Tommy James & The Shondells,0.3519999999999999,0.623,0.0,-10.465,1.0,0.0613,0.251,0.0,0.385,0.7149999999999999,72.555,4.0,22.0
2211,Balla BabyChingy,Chingy,Balla Baby,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",6HFXjB2fvQUBuE3B5kmvfW,,215906.0,False,PowerBallin',0.928,0.643,11.0,-5.48,0.0,0.0758999999999999,0.0527,0.0,0.0988,0.895,93.006,4.0,43.0
2212,Ballad Of A Girl And BoyGraduates,Graduates,Ballad Of A Girl And Boy,[],,,,,,,,,,,,,,,,,,
2213,Ballad Of Easy RiderThe Byrds,The Byrds,Ballad Of Easy Rider,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",3Uel0UHGHz564BrHmwoWYZ,https://p.scdn.co/mp3-preview/8c63e338f5f6a540b84624f556027f1fac46f511?cid=b8d3901151d34489a160e3cf0ab1fa94,124266.0,False,Ballad Of Easy Rider,0.4109999999999999,0.635,2.0,-11.645,1.0,0.0667,0.66,0.0519,0.273,0.755,97.123,4.0,37.0
2214,Ballad Of The AlamoBud & Travis,Bud & Travis,Ballad Of The Alamo,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']",,,,,,,,,,,,,,,,,,
2215,Ballad Of The AlamoMarty Robbins,Marty Robbins,Ballad Of The Alamo,"['cowboy western', 'nashville sound']",5uWTiJ1Ce5z5TcQLGZ6Tec,https://p.scdn.co/mp3-preview/8861be005d1c1839653a639b3c91c5ca803f709b?cid=b8d3901151d34489a160e3cf0ab1fa94,220400.0,False,More Greatest Hits,0.646,0.49,3.0,-10.475,0.0,0.0554,0.8429999999999999,0.0,0.12,0.783,105.6,4.0,45.0
2216,Ballad Of Two BrothersAutry Inman,Autry Inman,Ballad Of Two Brothers,[],4DPTB97GjKGuA9zBp1FhuV,https://p.scdn.co/mp3-preview/2c36bc7297309f412aaa7e6b21ef21096bfbc143?cid=b8d3901151d34489a160e3cf0ab1fa94,211240.0,False,Ballad of Two Brothers,0.536,0.536,5.0,-11.223,1.0,0.134,0.454,0.0,0.114,0.761,139.517,3.0,1.0
2217,Ballad Of You & Me & PooneilJefferson Airplane,Jefferson Airplane,Ballad Of You & Me & Pooneil,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",4zcELnhoX8Ux9K8NeAldiH,https://p.scdn.co/mp3-preview/f70ef861b5bd0055e4293a35171114b43ac2bfa3?cid=b8d3901151d34489a160e3cf0ab1fa94,275280.0,False,After Bathing At Baxters,0.324,0.553,2.0,-11.792,1.0,0.043,0.321,0.00776,0.4939999999999999,0.3609999999999999,158.025,4.0,31.0
2218,Ballad Of YouthRichie Sambora,Richie Sambora,Ballad Of Youth,"['glam metal', 'hard rock']",7CDR0u4CqgZUWvRDt7TvGy,,232840.0,False,Stranger In This Town,0.536,0.7409999999999999,4.0,-10.009,0.0,0.0375,0.156,0.00254,0.132,0.343,114.999,4.0,35.0
2219,Ballerina GirlLionel Richie,Lionel Richie,Ballerina Girl,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",2fNx5nTZGjniOMT5FMcTyE,,217826.0,False,Dancing On The Ceiling,0.621,0.3039999999999999,0.0,-13.205,1.0,0.027,0.795,0.0,0.0736,0.311,100.603,4.0,49.0
2220,BalleroWar,War,Ballero,"['garage rock', 'indie pop', 'indie rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",6CP29pnRkJ70sc4XI9Axap,,203426.0,False,Anthology 1970-1994,0.7439999999999999,0.7129999999999999,9.0,-11.678,1.0,0.0328,0.4269999999999999,0.698,0.36,0.7349999999999999,122.62,4.0,31.0
2221,Ballin' Out Of ControlJermaine Dupri Featuring Nate Dogg,Jermaine Dupri Featuring Nate Dogg,Ballin' Out Of Control,"['atl hip hop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",65EZ286Mq5YZDPm1PF0JC5,https://p.scdn.co/mp3-preview/76012a3f4f0137992bb9d807f6125bd8f47f6c6b?cid=b8d3901151d34489a160e3cf0ab1fa94,188026.0,True,Instructions (Explicit Version),0.907,0.66,9.0,-5.585,0.0,0.222,0.229,1e-06,0.326,0.8329999999999999,97.009,4.0,31.0
2222,Ballin'Mustard & Roddy Ricch,Mustard & Roddy Ricch,Ballin',,,,,,,,,,,,,,,,,,,
2223,Ballin'Mustard Featuring Roddy Ricch,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,180434.0,True,Perfect Ten,0.809,0.545,7.0,-6.678,1.0,0.0734999999999999,0.392,0.0,0.151,0.2439999999999999,97.008,4.0,89.0
2224,Ballin'Young Jeezy Featuring Lil Wayne,Young Jeezy Featuring Lil Wayne,Ballin',[],,,,,,,,,,,,,,,,,,
2225,Ballroom BlitzSweet,Sweet,Ballroom Blitz,[],3Pu3IChaAoa5EjgUBv5F6x,,246573.0,False,Desolation Boulevard,0.644,0.799,4.0,-10.856,0.0,0.0598,0.0821,0.00154,0.055,0.889,108.382,4.0,61.0
2226,BallT.I. Featuring Lil Wayne,T.I. Featuring Lil Wayne,Ball,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4XVfNwP88Hn9kSkXVnxj2S,https://p.scdn.co/mp3-preview/dcee964c9784d2393e7f3e395c5598024d200911?cid=b8d3901151d34489a160e3cf0ab1fa94,205360.0,True,Trouble Man: Heavy is the Head,0.772,0.885,1.0,-4.736,1.0,0.0847,0.193,9e-06,0.0953,0.512,94.98,4.0,52.0
2227,Bama Lama Bama LooLittle Richard,Little Richard,Bama Lama Bama Loo,"['brill building pop', 'rock-and-roll', 'rockabilly', 'soul']",1OFrZFdH7nNBd2DJCsX7Vd,,132853.0,False,Directly From My Heart: The Best Of The Specialty & Vee-Jay Years,0.517,0.8469999999999999,10.0,-5.866,1.0,0.0596,0.7009999999999998,0.0,0.4129999999999999,0.899,77.724,4.0,21.0
